flow_id,signal_time,entry_time,regime_time,period,net_r_5bps,atr_rank_90d,downside_extension_72h_atr,band
79,2021-02-10 08:00:00+00:00,2021-02-10 12:30:00+00:00,2021-02-10 12:15:00+00:00,2021,-1.0285851401710768,0.8038528896672504,5.351227153257636,TOP_BAND
85,2021-02-13 09:00:00+00:00,2021-02-13 11:00:00+00:00,2021-02-13 10:45:00+00:00,2021,-1.0309386885207088,0.7192318474908888,7.426871694226693,DEAD_MID
88,2021-02-14 23:15:00+00:00,2021-02-15 01:30:00+00:00,2021-02-15 01:15:00+00:00,2021,1.4573615932225985,0.6142974753018661,5.269123666741796,DEAD_MID
98,2021-02-20 13:15:00+00:00,2021-02-20 22:30:00+00:00,2021-02-20 22:15:00+00:00,2021,-1.028914668421548,0.706444218033622,4.843250626768407,DEAD_MID
101,2021-02-22 01:15:00+00:00,2021-02-22 03:45:00+00:00,2021-02-22 03:30:00+00:00,2021,1.4720253926874505,0.839754046931861,5.086951606984784,TOP_BAND
128,2021-03-08 04:15:00+00:00,2021-03-08 07:45:00+00:00,2021-03-08 07:30:00+00:00,2021,-1.0267654724828217,0.5197916666666667,6.741594431310741,MID_SPIKE
139,2021-03-14 10:45:00+00:00,2021-03-14 11:00:00+00:00,2021-03-14 10:45:00+00:00,2021,-0.1884400539894383,0.3799768518518518,5.530569588523406,LOW_BAND
155,2021-03-22 19:45:00+00:00,2021-03-22 19:45:00+00:00,2021-03-22 19:30:00+00:00,2021,1.4720519537537349,0.6701388888888888,10.148768806078222,DEAD_MID
159,2021-03-24 19:45:00+00:00,2021-03-24 20:00:00+00:00,2021-03-24 19:45:00+00:00,2021,1.4699934338844496,0.5875,10.241752436074588,MID_SPIKE
188,2021-04-10 15:45:00+00:00,2021-04-10 20:45:00+00:00,2021-04-10 20:30:00+00:00,2021,-1.047956388735735,0.2413194444444444,9.338970023059176,LOW_BAND
195,2021-04-14 17:00:00+00:00,2021-04-14 17:45:00+00:00,2021-04-14 17:30:00+00:00,2021,-0.5648077758193335,0.908101851851852,4.542498602578876,TOP_BAND
200,2021-04-17 10:45:00+00:00,2021-04-17 11:30:00+00:00,2021-04-17 11:15:00+00:00,2021,1.456263213124825,0.3734953703703704,12.95359507609939,LOW_BAND
201,2021-04-17 23:45:00+00:00,2021-04-18 00:45:00+00:00,2021-04-18 00:30:00+00:00,2021,1.4517055927270222,0.5810185185185185,12.36310295276304,MID_SPIKE
210,2021-04-22 14:45:00+00:00,2021-04-22 19:00:00+00:00,2021-04-22 18:45:00+00:00,2021,1.4736113232587558,0.8039351851851851,8.445469975264466,TOP_BAND
220,2021-04-28 18:00:00+00:00,2021-04-29 04:30:00+00:00,2021-04-29 04:15:00+00:00,2021,-1.04558645315195,0.1119212962962963,10.950565677677334,LOW_BAND
229,2021-05-03 23:30:00+00:00,2021-05-04 00:45:00+00:00,2021-05-04 00:30:00+00:00,2021,-1.029819157206136,0.6225694444444444,6.576339834421731,DEAD_MID
230,2021-05-04 11:30:00+00:00,2021-05-04 15:00:00+00:00,2021-05-04 14:45:00+00:00,2021,0.4699787755523771,0.8423611111111111,8.837068483832565,TOP_BAND
272,2021-05-27 00:00:00+00:00,2021-05-27 01:45:00+00:00,2021-05-27 01:30:00+00:00,2021,-1.028798958008735,0.368287037037037,9.140207755868945,LOW_BAND
275,2021-05-28 12:15:00+00:00,2021-05-28 21:00:00+00:00,2021-05-28 20:45:00+00:00,2021,-0.7009451415944953,0.7700231481481481,12.93207905720682,DEAD_MID
286,2021-06-03 21:45:00+00:00,2021-06-04 01:00:00+00:00,2021-06-04 00:45:00+00:00,2021,1.4532292216949267,0.05625,3.855743344571771,LOW_BAND
305,2021-06-16 09:15:00+00:00,2021-06-16 11:00:00+00:00,2021-06-16 10:45:00+00:00,2021,1.4541912148278475,0.0581018518518518,8.759162856668622,LOW_BAND
306,2021-06-16 22:45:00+00:00,2021-06-16 23:15:00+00:00,2021-06-16 23:00:00+00:00,2021,-1.0348316455984603,0.1863425925925926,12.945110343587457,LOW_BAND
307,2021-06-17 14:30:00+00:00,2021-06-17 17:00:00+00:00,2021-06-17 16:45:00+00:00,2021,1.46681374343846,0.2788194444444444,11.419687284885448,LOW_BAND
309,2021-06-18 14:30:00+00:00,2021-06-18 15:15:00+00:00,2021-06-18 15:00:00+00:00,2021,1.4760061881641793,0.4973379629629629,15.49165864875004,MID_SPIKE
321,2021-06-26 05:00:00+00:00,2021-06-26 07:15:00+00:00,2021-06-26 07:00:00+00:00,2021,1.4746280521395363,0.4068287037037037,15.114770584538045,MID_SPIKE
340,2021-07-07 23:15:00+00:00,2021-07-08 00:00:00+00:00,2021-07-07 23:45:00+00:00,2021,1.458004544949185,0.0629629629629629,8.163781305458473,LOW_BAND
345,2021-07-12 02:45:00+00:00,2021-07-12 11:00:00+00:00,2021-07-12 10:45:00+00:00,2021,0.9106695402044503,0.064699074074074,5.742878153275571,LOW_BAND
371,2021-07-28 16:30:00+00:00,2021-07-28 17:30:00+00:00,2021-07-28 17:15:00+00:00,2021,-1.030395768174883,0.5799768518518519,29.65220346161527,MID_SPIKE
375,2021-08-01 07:30:00+00:00,2021-08-01 16:15:00+00:00,2021-08-01 16:00:00+00:00,2021,-1.0424105262767926,0.212037037037037,8.555827172856619,LOW_BAND
376,2021-08-01 23:00:00+00:00,2021-08-01 23:15:00+00:00,2021-08-01 23:00:00+00:00,2021,0.2514365980915844,0.6150462962962963,7.884666217384379,DEAD_MID
389,2021-08-12 01:15:00+00:00,2021-08-12 05:15:00+00:00,2021-08-12 05:00:00+00:00,2021,0.7128424725610258,0.3180555555555555,7.243986404361101,LOW_BAND
396,2021-08-16 14:00:00+00:00,2021-08-16 14:30:00+00:00,2021-08-16 14:15:00+00:00,2021,1.4649699642341194,0.6109953703703703,7.038027580442948,DEAD_MID
401,2021-08-19 03:30:00+00:00,2021-08-19 03:45:00+00:00,2021-08-19 03:30:00+00:00,2021,-1.037741155019292,0.4993055555555555,15.22979542263104,MID_SPIKE
406,2021-08-22 13:30:00+00:00,2021-08-22 14:45:00+00:00,2021-08-22 14:30:00+00:00,2021,-1.0520314423587502,0.3868055555555555,5.763945680901643,LOW_BAND
408,2021-08-23 15:00:00+00:00,2021-08-23 15:30:00+00:00,2021-08-23 15:15:00+00:00,2021,1.4463384787748643,0.3127314814814815,4.415987372370197,LOW_BAND
410,2021-08-24 21:30:00+00:00,2021-08-24 23:45:00+00:00,2021-08-24 23:30:00+00:00,2021,-1.0420136114657326,0.3299768518518518,14.262412121166536,LOW_BAND
417,2021-08-28 20:45:00+00:00,2021-08-29 03:15:00+00:00,2021-08-29 03:00:00+00:00,2021,-1.0704583475022638,0.7293981481481482,4.412793814875156,DEAD_MID
426,2021-09-02 21:45:00+00:00,2021-09-03 00:30:00+00:00,2021-09-03 00:15:00+00:00,2021,-1.0667218655864776,0.199537037037037,6.909322928620607,LOW_BAND
429,2021-09-04 11:30:00+00:00,2021-09-04 17:15:00+00:00,2021-09-04 17:00:00+00:00,2021,-1.0504717139929158,0.3265046296296296,7.650712427354427,LOW_BAND
433,2021-09-07 08:45:00+00:00,2021-09-07 09:30:00+00:00,2021-09-07 09:15:00+00:00,2021,1.4603771126907628,0.7932870370370371,5.906751917492447,DEAD_MID
439,2021-09-10 17:30:00+00:00,2021-09-10 21:30:00+00:00,2021-09-10 21:15:00+00:00,2021,-1.028273526282665,0.4902777777777777,10.671345487274056,MID_SPIKE
450,2021-09-18 21:15:00+00:00,2021-09-19 01:15:00+00:00,2021-09-19 01:00:00+00:00,2021,-1.0612250612832126,0.4043981481481482,5.207128861690392,MID_SPIKE
473,2021-10-03 17:45:00+00:00,2021-10-04 03:00:00+00:00,2021-10-04 02:45:00+00:00,2021,-0.4885719287202874,0.5370370370370371,7.815650339688797,MID_SPIKE
485,2021-10-12 10:30:00+00:00,2021-10-12 14:45:00+00:00,2021-10-12 14:30:00+00:00,2021,1.456033650426095,0.825925925925926,4.017649330969531,TOP_BAND
492,2021-10-16 10:15:00+00:00,2021-10-16 12:45:00+00:00,2021-10-16 12:30:00+00:00,2021,-1.0518017360042673,0.3922453703703704,13.441925655518697,LOW_BAND
501,2021-10-22 03:30:00+00:00,2021-10-22 14:15:00+00:00,2021-10-22 14:00:00+00:00,2021,1.4602696010915757,0.8958333333333334,14.315237221699263,TOP_BAND
528,2021-11-05 14:15:00+00:00,2021-11-05 15:00:00+00:00,2021-11-05 14:45:00+00:00,2021,-0.0855434944463715,0.7248842592592593,10.861477431113984,DEAD_MID
540,2021-11-12 04:45:00+00:00,2021-11-12 09:45:00+00:00,2021-11-12 09:30:00+00:00,2021,1.452163520269635,0.8746527777777777,13.759201768379905,TOP_BAND
544,2021-11-14 09:00:00+00:00,2021-11-14 15:00:00+00:00,2021-11-14 14:45:00+00:00,2021,-0.5123023558092057,0.362962962962963,5.256981430104696,LOW_BAND
547,2021-11-15 21:30:00+00:00,2021-11-16 00:00:00+00:00,2021-11-15 23:45:00+00:00,2021,1.457634362292004,0.7290509259259259,9.711705326677974,DEAD_MID
567,2021-11-26 03:30:00+00:00,2021-11-26 03:45:00+00:00,2021-11-26 03:30:00+00:00,2021,1.454272391428074,0.5436342592592592,5.190586206702243,MID_SPIKE
575,2021-11-30 04:15:00+00:00,2021-11-30 05:30:00+00:00,2021-11-30 05:15:00+00:00,2021,-1.044847612316667,0.3936342592592592,9.070270575077746,LOW_BAND
581,2021-12-03 04:15:00+00:00,2021-12-03 15:45:00+00:00,2021-12-03 15:30:00+00:00,2021,1.450266428279331,0.6174768518518519,10.803489470754982,DEAD_MID
582,2021-12-03 16:15:00+00:00,2021-12-03 17:00:00+00:00,2021-12-03 16:45:00+00:00,2021,1.471086590421543,0.9030092592592592,9.72190729785747,TOP_BAND
583,2021-12-04 04:15:00+00:00,2021-12-04 04:45:00+00:00,2021-12-04 04:30:00+00:00,2021,1.47233068591206,0.8487268518518518,19.533422524603477,TOP_BAND
593,2021-12-09 18:15:00+00:00,2021-12-09 18:15:00+00:00,2021-12-09 18:00:00+00:00,2021,-1.0272548542751596,0.7604166666666666,11.156662822793091,DEAD_MID
599,2021-12-13 01:15:00+00:00,2021-12-13 01:15:00+00:00,2021-12-13 01:00:00+00:00,2021,0.8743190167232088,0.5163194444444444,6.324883360948793,MID_SPIKE
600,2021-12-13 14:45:00+00:00,2021-12-13 15:00:00+00:00,2021-12-13 14:45:00+00:00,2021,1.461037457129935,0.4185185185185185,11.549954028691936,MID_SPIKE
606,2021-12-17 01:00:00+00:00,2021-12-17 07:00:00+00:00,2021-12-17 06:45:00+00:00,2021,-0.0334199116980231,0.0206018518518518,14.50378188214604,LOW_BAND
607,2021-12-17 14:45:00+00:00,2021-12-17 15:00:00+00:00,2021-12-17 14:45:00+00:00,2021,-1.0302039455007963,0.6765046296296297,11.70293255616782,DEAD_MID
616,2021-12-22 14:45:00+00:00,2021-12-23 00:00:00+00:00,2021-12-22 23:45:00+00:00,2021,0.0377452288574049,0.0537037037037037,6.083238350936722,LOW_BAND
625,2021-12-28 00:45:00+00:00,2021-12-28 01:30:00+00:00,2021-12-28 01:15:00+00:00,2021,1.46293684719741,0.5976851851851852,7.136162576013818,MID_SPIKE
650,2022-02-02 15:15:00+00:00,2022-02-02 15:45:00+00:00,2022-02-02 15:30:00+00:00,2022,1.463908900263863,0.4238425925925926,7.984791407378784,MID_SPIKE
668,2022-02-16 14:00:00+00:00,2022-02-16 14:45:00+00:00,2022-02-16 14:30:00+00:00,2022,-1.0527337981206348,0.3016203703703703,6.824578313252989,LOW_BAND
690,2022-03-03 15:45:00+00:00,2022-03-03 16:00:00+00:00,2022-03-03 15:45:00+00:00,2022,1.4713936439043225,0.8084490740740741,9.45384837962962,TOP_BAND
704,2022-03-10 17:30:00+00:00,2022-03-11 02:00:00+00:00,2022-03-11 01:45:00+00:00,2022,-0.6317768796689482,0.6240740740740741,17.490681284259942,DEAD_MID
709,2022-03-13 12:15:00+00:00,2022-03-13 12:15:00+00:00,2022-03-13 12:00:00+00:00,2022,-1.0499187317480103,0.1177083333333333,11.868977316629028,LOW_BAND
720,2022-03-20 19:15:00+00:00,2022-03-21 02:30:00+00:00,2022-03-21 02:15:00+00:00,2022,-0.5361182338577356,0.2015046296296296,9.95255017768657,LOW_BAND
