feed,mode,event_time,side,signal_time,entry_time,entry_price,signal_atr14,event_close,confirmation_capture_atr,fwd_1m_atr,fwd_3m_atr,fwd_5m_atr,fwd_15m_atr
RITHMIC_RAW,B_NEXT_OPEN,2026-08-03 11:55:00+00:00,LONG,2026-08-03 11:55:00+00:00,2026-08-03 11:56:00+00:00,4117.4,1.999999999999935,4117.3,,-0.049999999999728775,0.7000000000002956,1.3500000000004078,-1.4499999999998652
RITHMIC_RAW,B_NEXT_OPEN,2026-08-03 11:59:00+00:00,SHORT,2026-08-03 11:59:00+00:00,2026-08-03 12:00:00+00:00,4119.0,1.9714285714284674,4118.9,,-0.5579710144929676,0.7101449275360848,0.9637681159418953,3.449275362319115
RITHMIC_RAW,B_NEXT_OPEN,2026-08-03 13:33:00+00:00,SHORT,2026-08-03 13:33:00+00:00,2026-08-03 13:34:00+00:00,4085.7,2.6857142857142144,4085.2,,-0.2234042553192903,1.452127659574371,1.936170212765941,-0.29787234042560756
RITHMIC_RAW,B_NEXT_OPEN,2026-08-03 13:49:00+00:00,SHORT,2026-08-03 13:49:00+00:00,2026-08-03 13:50:00+00:00,4084.6,3.3214285714285716,4085.0,,-0.39139784946242034,-0.4817204301074995,-0.27096774193551126,0.1204301075269091
RITHMIC_RAW,B_NEXT_OPEN,2026-08-03 19:58:00+00:00,SHORT,2026-08-03 19:58:00+00:00,2026-08-03 19:59:00+00:00,4108.4,1.2785714285714025,4108.3,,0.1564245810054475,1.407821229049739,0.7821229050279489,0.0782122905023681
RITHMIC_RAW,B_NEXT_OPEN,2026-08-03 20:11:00+00:00,LONG,2026-08-03 20:11:00+00:00,2026-08-03 20:12:00+00:00,4108.0,0.9285714285714286,4107.6,,0.5384615384615384,0.8615384615386574,0.5384615384615384,
RITHMIC_RAW,B_NEXT_OPEN,2026-08-03 22:04:00+00:00,SHORT,2026-08-03 22:04:00+00:00,2026-08-03 22:05:00+00:00,4107.0,1.299999999999857,4106.9,,-0.23076923076939607,0.5384615384614577,0.6923076923074886,
RITHMIC_RAW,B_NEXT_OPEN,2026-08-03 23:17:00+00:00,SHORT,2026-08-03 23:17:00+00:00,2026-08-03 23:18:00+00:00,4106.9,1.0,4106.9,,0.5999999999994543,-0.6000000000003638,-2.600000000000364,0.0
RITHMIC_RAW,B_NEXT_OPEN,2026-08-04 02:51:00+00:00,SHORT,2026-08-04 02:51:00+00:00,2026-08-04 02:52:00+00:00,4116.8,1.4357142857143117,4116.7,,0.06965174129378447,0.8358208955222463,0.4179104477614399,2.995024875621963
RITHMIC_RAW,B_NEXT_OPEN,2026-08-04 04:38:00+00:00,LONG,2026-08-04 04:38:00+00:00,2026-08-04 04:39:00+00:00,4118.1,1.19285714285713,4118.2,,0.4191616766467111,0.2514970059874167,-0.0838323353296472,2.0119760479039086
