core_bar_utc,confirm_bar_utc,entry_file_time,side,atr20,gross_entry,gross_exit,gross_exit_time,gross_reason,gross_r,spread_r,spread_reason,same_bar_ambiguous
2026-08-10T04:05:00+00:00,2026-08-10T04:10:00+00:00,2026-08-10 06:15:00,LONG,4.670815110167628,4319.92,4333.932445330503,2026-08-10 07:20:00,TP,2.999999999999915,2.999999999999915,TP,0
2026-08-10T20:40:00+00:00,2026-08-10T20:50:00+00:00,2026-08-10 22:55:00,LONG,4.333826876612489,4392.21,4387.876173123387,2026-08-10 22:56:00,SL,-1.000000000000089,-1.000000000000089,SL,0
2026-08-11T10:10:00+00:00,2026-08-11T10:15:00+00:00,2026-08-11 12:20:00,SHORT,4.54534147397511,4373.88,4378.425341473975,2026-08-11 13:25:00,SL,-0.9999999999999727,-0.9999999999999727,SL,0
2026-08-11T14:55:00+00:00,2026-08-11T15:05:00+00:00,2026-08-11 17:10:00,SHORT,6.290024286691058,4384.46,4390.750024286691,2026-08-11 17:35:00,SL,-0.9999999999999626,-0.9999999999999626,SL,0
2026-08-11T23:40:00+00:00,2026-08-11T23:45:00+00:00,2026-08-12 01:50:00,LONG,2.8755142946802463,4374.85,4371.97448570532,2026-08-12 01:51:00,SL,-0.9999999999999892,-0.9999999999999892,SL,0
2026-08-12T20:10:00+00:00,2026-08-12T20:15:00+00:00,2026-08-12 22:20:00,SHORT,4.2446434995256235,4417.34,4408.14,2026-08-12 23:49:00,SESSION_CLOSE,2.1674376189727123,2.0567098275686093,SESSION_CLOSE,0
2026-08-13T04:05:00+00:00,2026-08-13T04:10:00+00:00,2026-08-13 06:15:00,SHORT,5.502995481777847,4407.13,4390.621013554666,2026-08-13 08:43:00,TP,3.0000000000000657,3.0000000000000657,TP,0
2026-08-13T19:15:00+00:00,2026-08-13T19:20:00+00:00,2026-08-13 21:25:00,LONG,4.648692049466164,4357.12,4352.471307950534,2026-08-13 22:11:00,SL,-1.0000000000000213,-1.0000000000000213,SL,0
2026-08-13T20:10:00+00:00,2026-08-13T20:15:00+00:00,2026-08-13 22:20:00,SHORT,4.21988589056122,4347.68,4351.899885890562,2026-08-13 22:33:00,SL,-1.0000000000000124,-1.0000000000000124,SL,0
2026-08-14T18:15:00+00:00,2026-08-14T18:20:00+00:00,2026-08-14 20:25:00,LONG,3.895560776149637,4381.46,4377.56443922385,2026-08-14 20:43:00,SL,-1.0000000000000875,-1.0000000000000875,SL,0
2026-08-19T07:15:00+00:00,2026-08-19T07:20:00+00:00,2026-08-19 09:25:00,LONG,4.388070433521014,4345.93,4341.54192956648,2026-08-19 09:27:00,SL,-0.9999999999999113,-0.9999999999999113,SL,0
2026-08-19T10:20:00+00:00,2026-08-19T10:30:00+00:00,2026-08-19 12:35:00,SHORT,3.7240370148523456,4356.38,4360.104037014852,2026-08-19 12:42:00,SL,-0.9999999999999076,-0.9999999999999076,SL,0
2026-08-20T06:45:00+00:00,2026-08-20T06:50:00+00:00,2026-08-20 08:55:00,SHORT,3.7480757604977826,4478.36,4482.108075760498,2026-08-20 08:59:00,SL,-1.0000000000000762,-1.0000000000000762,SL,0
2026-08-20T20:25:00+00:00,2026-08-20T20:30:00+00:00,2026-08-20 22:35:00,SHORT,4.7602009439961765,4523.92,4528.680200943996,2026-08-20 22:38:00,SL,-0.9999999999999832,-0.9999999999999832,SL,0
2026-08-24T08:20:00+00:00,2026-08-24T08:25:00+00:00,2026-08-24 10:30:00,SHORT,6.380627969321138,4642.53,4648.910627969321,2026-08-24 13:03:00,SL,-0.999999999999949,-0.999999999999949,SL,0
2026-08-24T16:35:00+00:00,2026-08-24T16:45:00+00:00,2026-08-24 18:50:00,SHORT,8.536778284984187,4646.68,4655.216778284985,2026-08-24 18:54:00,SL,-1.0000000000000242,-1.0000000000000242,SL,0
2026-08-24T17:50:00+00:00,2026-08-24T17:55:00+00:00,2026-08-24 20:00:00,LONG,7.3097655600292395,4644.73,4637.42023443997,2026-08-24 20:20:00,SL,-1.0000000000000382,-1.0000000000000382,SL,0
2026-08-24T19:05:00+00:00,2026-08-24T19:15:00+00:00,2026-08-24 21:20:00,LONG,7.367983204602056,4628.29,4650.393949613806,2026-08-24 22:43:00,TP,3.0000000000000364,3.0000000000000364,TP,0
2026-08-24T20:35:00+00:00,2026-08-24T20:45:00+00:00,2026-08-24 22:50:00,LONG,5.871774301698483,4654.83,4648.958225698301,2026-08-24 23:27:00,SL,-1.0000000000000333,-1.0000000000000333,SL,0
2026-08-25T14:10:00+00:00,2026-08-25T14:15:00+00:00,2026-08-25 16:20:00,SHORT,5.799456098746454,4625.81,4608.4116317037615,2026-08-25 16:47:00,TP,2.9999999999999227,2.9999999999999227,TP,0
2026-08-25T20:20:00+00:00,2026-08-25T20:25:00+00:00,2026-08-25 22:30:00,SHORT,4.3785081471367,4660.8,4665.178508147137,2026-08-25 22:52:00,SL,-1.0000000000000517,-1.0000000000000517,SL,0
2026-08-26T01:25:00+00:00,2026-08-26T01:35:00+00:00,2026-08-26 03:40:00,LONG,3.731293050817921,4639.59,4635.858706949182,2026-08-26 03:51:00,SL,-0.9999999999999782,-0.9999999999999782,SL,0
2026-08-26T04:45:00+00:00,2026-08-26T04:55:00+00:00,2026-08-26 07:00:00,SHORT,4.250103668100864,4642.51,4646.760103668101,2026-08-26 08:30:00,SL,-0.9999999999999296,-0.9999999999999296,SL,0
2026-08-26T18:05:00+00:00,2026-08-26T18:10:00+00:00,2026-08-26 20:15:00,SHORT,5.9749743732804435,4594.62,4600.59497437328,2026-08-26 20:33:00,SL,-0.9999999999999291,-0.9999999999999291,SL,0
2026-08-27T05:05:00+00:00,2026-08-27T05:15:00+00:00,2026-08-27 07:20:00,SHORT,4.039616930677591,4623.89,4611.771149207968,2026-08-27 08:31:00,TP,2.9999999999999054,2.9999999999999054,TP,0
2026-08-27T20:15:00+00:00,2026-08-27T20:25:00+00:00,2026-08-27 22:30:00,SHORT,4.112982309399522,4605.71,4609.8229823094,2026-08-27 22:41:00,SL,-1.000000000000053,-1.000000000000053,SL,0
2026-08-27T20:35:00+00:00,2026-08-27T20:40:00+00:00,2026-08-27 22:45:00,LONG,3.863843207521387,4609.65,4605.786156792478,2026-08-27 22:55:00,SL,-0.9999999999999809,-0.9999999999999809,SL,0
2026-08-28T04:05:00+00:00,2026-08-28T04:15:00+00:00,2026-08-28 06:20:00,LONG,4.2575782998694685,4587.05,4582.792421700131,2026-08-28 06:36:00,SL,-0.9999999999999457,-0.9999999999999457,SL,0
2026-08-31T02:05:00+00:00,2026-08-31T02:10:00+00:00,2026-08-31 04:15:00,SHORT,8.379255683360666,4443.58,4451.95925568336,2026-08-31 04:19:00,SL,-0.9999999999999799,-0.9999999999999799,SL,0
2026-09-01T03:05:00+00:00,2026-09-01T03:10:00+00:00,2026-09-01 05:15:00,SHORT,4.592352849705771,4444.81,4431.032941450883,2026-09-01 05:45:00,TP,2.999999999999954,2.999999999999954,TP,0
2026-09-01T04:55:00+00:00,2026-09-01T05:05:00+00:00,2026-09-01 07:10:00,SHORT,4.248601303826096,4431.81,4436.058601303826,2026-09-01 08:35:00,SL,-0.9999999999999858,-0.9999999999999858,SL,0
2026-09-02T03:25:00+00:00,2026-09-02T03:35:00+00:00,2026-09-02 05:40:00,LONG,7.410330622738307,4312.19,4304.779669377262,2026-09-02 05:55:00,SL,-0.9999999999999588,-0.9999999999999588,SL,0
2026-09-02T09:40:00+00:00,2026-09-02T09:50:00+00:00,2026-09-02 11:55:00,SHORT,5.127195084914856,4314.37,4319.497195084915,2026-09-02 12:05:00,SL,-1.0000000000000284,-1.0000000000000284,SL,0
2026-09-02T19:35:00+00:00,2026-09-02T19:40:00+00:00,2026-09-02 21:45:00,LONG,4.571989830053753,4372.86,4386.575969490161,2026-09-02 22:43:00,TP,2.9999999999999685,2.9999999999999685,TP,0
2026-09-02T23:20:00+00:00,2026-09-02T23:30:00+00:00,2026-09-03 01:35:00,LONG,2.875709476109883,4388.05,4385.174290523891,2026-09-03 01:43:00,SL,-0.999999999999859,-0.999999999999859,SL,0
2026-09-02T23:35:00+00:00,2026-09-02T23:40:00+00:00,2026-09-03 01:45:00,LONG,2.80520280218918,4384.94,4382.13479719781,2026-09-03 02:23:00,SL,-1.0000000000000577,-1.0000000000000577,SL,0
2026-09-03T20:40:00+00:00,2026-09-03T20:50:00+00:00,2026-09-03 22:55:00,LONG,3.762472384285008,4477.71,4473.947527615715,2026-09-03 22:59:00,SL,-0.9999999999998895,-0.9999999999998895,SL,0
2026-09-07T00:20:00+00:00,2026-09-07T00:25:00+00:00,2026-09-07 02:30:00,SHORT,2.93224824809924,4426.12,4429.052248248099,2026-09-07 02:35:00,SL,-1.000000000000025,-1.000000000000025,SL,0
2026-09-07T13:25:00+00:00,2026-09-07T13:35:00+00:00,2026-09-07 15:40:00,SHORT,3.8662780194366366,4395.14,4399.006278019437,2026-09-07 16:02:00,SL,-0.9999999999999187,-0.9999999999999187,SL,0
