feed,setup,signal_time,entry_time_gc,gc_atr14,gc_entry,direction,gc_5m_atr,gc_15m_atr,gc_30m_atr,gc_60m_atr,xau_expost_bear_day,xau_causal_4h_down,xau_atr14,xau_entry,entry_time_xau,xau_5m_atr,xau_5m_raw,xau_15m_atr,xau_15m_raw,xau_30m_atr,xau_30m_raw,xau_60m_atr,xau_60m_raw
RITHMIC,SELL_OF,2026-08-04 14:34:00+00:00,2026-08-04 14:35:00+00:00,2.849999999999909,4135.0,-1,-0.35087719298246733,-0.9122807017545427,-1.2982456140350653,0.31578947368409294,False,False,4.927857142857127,4083.33,2026-08-04 14:35:00+00:00,-0.9699956515437457,-4.7800000000002,-1.8669372372808266,-9.200000000000273,-0.9253515002174146,-4.559999999999945,1.1891578489636474,5.860000000000127
RITHMIC,SELL_OF,2026-08-04 15:16:00+00:00,2026-08-04 15:17:00+00:00,2.149999999999896,4136.0,-1,1.209302325581623,0.37209302325591653,-1.906976744186308,-3.0697674418607828,False,False,2.3300000000000574,4087.03,2026-08-04 15:17:00+00:00,1.4892703862661671,3.4700000000002547,1.021459227467833,2.380000000000109,2.884120171673858,6.720000000000255,3.3476394849785365,7.800000000000182
RITHMIC,SELL_OF,2026-08-04 17:54:00+00:00,2026-08-04 17:55:00+00:00,1.1214285714284935,4146.7,-1,3.210191082802284,1.96178343949042,2.6751592356689757,9.184713375796978,False,False,1.3864285714285611,4090.76,2026-08-04 17:55:00+00:00,-1.781555899020992,-2.4699999999998,-6.462648119526092,-8.960000000000036,-6.563626996393267,-9.099999999999454,0.9304482225659965,1.2900000000004184
RITHMIC,SELL_OF,2026-08-04 18:37:00+00:00,2026-08-04 18:38:00+00:00,1.3357142857142728,4137.6,-1,2.3957219251342576,1.1978609625671288,-1.048128342245727,-0.07486631016001999,False,False,1.4107142857142532,4095.17,2026-08-04 18:38:00+00:00,0.5458227848101262,0.7699999999999818,3.1827848101268232,4.4900000000002365,4.954936708861042,6.9900000000002365,10.398987341772443,14.670000000000073
RITHMIC,SELL_OF,2026-08-04 19:54:00+00:00,2026-08-04 19:55:00+00:00,0.9928571428572468,4134.2,-1,-1.1079136690649987,-2.517985611510528,2.316546762589869,0.5035971223021055,False,True,1.5057142857143455,4079.47,2026-08-04 19:55:00+00:00,-0.1859582542695752,-0.2800000000002001,-3.015180265654807,-4.540000000000418,-0.4582542694497334,-0.6900000000000546,1.5474383301706682,2.3299999999999272
RITHMIC,SELL_OF,2026-08-05 03:30:00+00:00,2026-08-05 03:31:00+00:00,1.4071428571429092,4186.4,-1,0.852791878172428,-0.5685279187818342,-0.6395939086298058,-6.467005076142152,False,False,2.6714285714286103,4105.21,2026-08-05 03:31:00+00:00,-2.552941176470442,-6.819999999999709,-8.50481283422457,-22.720000000000255,-8.980213903743103,-23.98999999999978,-8.871657754010497,-23.699999999999818
RITHMIC,SELL_OF,2026-08-05 03:49:00+00:00,2026-08-05 03:50:00+00:00,1.099999999999974,4185.0,-1,-0.7272727272729097,-6.818181818181979,-12.090909090909541,-5.090909090909541,False,False,3.8314285714284,4130.07,2026-08-05 03:50:00+00:00,-0.22967934377334226,-0.8800000000001091,0.3497390007457658,1.3400000000001455,-0.26621923937372766,-1.0200000000004366,0.6942580164056605,2.6599999999998545
RITHMIC,SELL_OF,2026-08-05 04:36:00+00:00,2026-08-05 04:37:00+00:00,1.300000000000052,4193.9,-1,0.6153846153840311,1.5384615384614768,-0.3846153846153692,-9.230769230768862,False,False,1.3364285714285091,4128.24,2026-08-05 04:37:00+00:00,0.202030999465182,0.26999999999952706,0.2544094067344874,0.3400000000001455,-7.243185462320171,-9.680000000000291,-5.731694281133242,-7.6599999999998545
RITHMIC,SELL_OF,2026-08-05 08:14:00+00:00,2026-08-05 08:15:00+00:00,1.6714285714286754,4224.7,-1,-0.3589743589745543,0.5384615384612873,-0.5982905982905611,1.1965811965811222,False,False,2.1357142857141946,4166.18,2026-08-05 08:15:00+00:00,-1.2314381270904047,-2.630000000000109,0.9317725752511995,1.9900000000006912,-0.1545150501671966,-0.32999999999992724,0.4120401337793329,0.8800000000001091
RITHMIC,SELL_OF,2026-08-05 15:57:00+00:00,2026-08-05 15:58:00+00:00,3.735714285714234,4294.2,-1,0.8833652007648793,0.2944550669214641,-1.7131931166349692,-1.7131931166349692,False,False,3.552142857142826,4243.81,2026-08-05 15:58:00+00:00,-3.3416448823647684,-11.86999999999989,-4.425497687512422,-15.719999999999345,-4.729539513372047,-16.799999999999272,2.8377237080235864,10.080000000000837
RITHMIC,SELL_OF,2026-08-06 03:15:00+00:00,2026-08-06 03:16:00+00:00,2.3357142857142725,4330.0,-1,1.9266055045871668,1.7553516819573523,3.938837920489241,3.3822629969417592,True,False,3.658571428571122,4297.3,2026-08-06 03:16:00+00:00,1.1315892229599658,4.140000000000327,3.5860991800080804,13.11999999999989,4.201093322921056,15.36999999999989,7.330730183522845,26.82000000000062
RITHMIC,SELL_OF,2026-08-06 04:28:00+00:00,2026-08-06 04:29:00+00:00,1.5857142857143376,4314.5,-1,-0.945945945945915,-1.8288288288285395,-4.41441441441427,0.2522522522520146,True,False,2.481428571428491,4263.78,2026-08-06 04:29:00+00:00,0.020149683362192552,0.0500000000001819,0.26597582037991546,0.6599999999998545,-0.6891191709844929,-1.7100000000000364,3.5423143350605493,8.789999999999964
RITHMIC,SELL_OF,2026-08-06 11:45:00+00:00,2026-08-06 11:46:00+00:00,1.900000000000091,4316.3,-1,0.2105263157897508,-2.631578947368295,0.6315789473682951,-4.842105263157567,True,False,1.2778571428571663,4265.13,2026-08-06 11:46:00+00:00,-3.4823923979874962,-4.449999999999818,-5.900503074343072,-7.539999999999964,-4.147568474007891,-5.300000000000182,6.0570150922300146,7.739999999999782
RITHMIC,SELL_OF,2026-08-06 14:49:00+00:00,2026-08-06 14:50:00+00:00,2.607142857142922,4324.4,-1,-2.1479452054795383,-1.9561643835617346,3.413698630136762,6.904109589040924,True,True,4.417142857142933,4263.65,2026-08-06 14:50:00+00:00,-0.5863518758085611,-2.5900000000001455,-0.778783958602948,-3.4400000000005093,-0.4256144890038984,-1.8800000000001091,-0.3350582147478374,-1.480000000000473
RITHMIC,SELL_OF,2026-08-06 15:53:00+00:00,2026-08-06 15:54:00+00:00,2.857142857142987,4299.8,-1,2.519999999999822,0.2100000000001178,5.809999999999864,2.1350000000000304,True,True,2.4785714285716103,4267.63,2026-08-06 15:54:00+00:00,-0.7504322766568734,-1.8599999999996726,-0.593083573487091,-1.4700000000002547,6.031700288183923,14.949999999999818,10.691642651296046,26.5
RITHMIC,SELL_OF,2026-08-06 16:21:00+00:00,2026-08-06 16:22:00+00:00,3.6285714285714414,4282.0,-1,-0.8818897637794743,-2.507874015748123,-3.362204724409387,-4.409448818897622,True,True,2.5257142857143924,4257.32,2026-08-06 16:22:00+00:00,-0.3523755656109745,-0.8900000000003274,3.6702488687779384,9.269999999999527,4.125565610859583,10.420000000000073,11.723416289592135,29.609999999999673
RITHMIC,SELL_OF,2026-08-07 00:11:00+00:00,2026-08-07 00:12:00+00:00,1.5214285714285194,4304.5,-1,2.694835680751505,3.417840375586852,8.347417840375753,2.9577464788733407,False,False,1.0849999999999065,4243.64,2026-08-07 00:12:00+00:00,-1.7050691244236071,-1.8499999999994543,-1.8341013824884362,-1.9899999999997817,-2.5622119815668065,-2.7799999999997453,-2.350230414746076,-2.5499999999992724
RITHMIC,SELL_OF,2026-08-07 00:16:00+00:00,2026-08-07 00:17:00+00:00,1.5928571428570908,4300.9,-1,-0.8789237668165149,0.5022421524659273,4.520179372197343,-1.820627802690985,False,False,1.0378571428571897,4245.33,2026-08-07 00:17:00+00:00,-0.3950447350308124,-0.4099999999998545,-0.8189951823815937,-0.8500000000003638,-1.5030970406059614,-1.5600000000004002,3.189263592566468,3.3099999999994907
RITHMIC,SELL_OF,2026-08-07 02:35:00+00:00,2026-08-07 02:36:00+00:00,1.4642857142858443,4313.6,-1,2.6634146341464775,2.117073170731768,-1.9804878048776244,-2.595121951218785,False,False,3.085714285714078,4242.95,2026-08-07 02:36:00+00:00,-1.8958333333335788,-5.850000000000364,-3.117592592592767,-9.61999999999989,-5.7361111111114385,-17.699999999999818,-3.9277777777780067,-12.11999999999989
RITHMIC,SELL_OF,2026-08-07 02:45:00+00:00,2026-08-07 02:46:00+00:00,2.207142857142831,4305.8,-1,-2.1294498381876448,-1.6310679611648204,-3.533980582524396,-6.343042071197486,False,False,3.034285714285748,4258.13,2026-08-07 02:46:00+00:00,1.8323917137477574,5.5600000000004,-0.18455743879455702,-0.5599999999994907,-0.8305084745761061,-2.519999999999527,3.5065913370998807,10.640000000000327
RITHMIC,SELL_OF,2026-08-07 07:26:00+00:00,2026-08-07 07:27:00+00:00,1.6214285714285583,4345.6,-1,0.30837004405286594,-0.30837004405286594,-1.788546255506398,-4.872246696035058,False,False,2.3628571428572025,4284.75,2026-08-07 07:27:00+00:00,1.0114873035067635,2.3900000000003274,-3.834340991535744,-9.0600000000004,-4.43954050785953,-10.489999999999782,-0.5374848851271361,-1.2700000000004366
RITHMIC,SELL_OF,2026-08-07 12:24:00+00:00,2026-08-07 12:25:00+00:00,2.7285714285715454,4370.0,-1,-0.293193717277541,-20.120418848166544,-20.15706806282636,-14.879581151831957,False,False,2.222142857143029,4324.37,2026-08-07 12:25:00+00:00,-0.26550948248156214,-0.5900000000001455,0.47251687560274547,1.050000000000182,-0.5850208936033796,-1.300000000000182,6.129218900674501,13.61999999999989
RITHMIC,SELL_OF,2026-08-07 13:17:00+00:00,2026-08-07 13:18:00+00:00,3.849999999999909,4401.2,-1,-1.6623376623378434,-4.025974025974121,-4.311688311688508,0.10389610389601185,False,False,2.852857142856984,4314.02,2026-08-07 13:18:00+00:00,0.680020030045284,1.9400000000005093,-14.311967951928661,-40.82999999999993,-19.85378067100741,-56.63999999999942,-9.481722583876087,-27.049999999999272
RITHMIC,SELL_OF,2026-08-07 13:56:00+00:00,2026-08-07 13:57:00+00:00,4.678571428571429,4406.3,-1,0.4488549618321388,2.8000000000000775,-0.5770992366411825,0.3633587786259153,False,False,4.797857142857018,4357.44,2026-08-07 13:57:00+00:00,0.9191603394372423,4.4099999999998545,2.0404942682745726,9.789999999999964,0.45645377400618126,2.1899999999996,2.290605925264269,10.989999999999782
RITHMIC,SELL_OF,2026-08-07 15:51:00+00:00,2026-08-07 15:52:00+00:00,2.2214285714286626,4404.4,-1,0.4951768488743321,-0.31511254019324064,0.6752411575562424,3.8263665594853737,False,False,3.615714285714343,4345.4,2026-08-07 15:52:00+00:00,0.27933623073864283,1.0099999999993088,-0.5918609245358378,-2.1400000000003274,-3.000790201501436,-10.850000000000364,0.138285262741997,0.5
RITHMIC,SELL_OF,2026-08-07 16:55:00+00:00,2026-08-07 16:56:00+00:00,2.800000000000117,4390.3,-1,0.7857142857141879,-2.3214285714284744,-2.9642857142856553,-3.9285714285712645,False,False,2.279285714285639,4342.42,2026-08-07 16:56:00+00:00,0.9432779692884958,2.149999999999636,-1.4390473205890928,-3.2799999999997453,2.7201504230648803,6.199999999999818,5.2735819492325815,12.020000000000437
RITHMIC,SELL_OF,2026-08-07 18:14:00+00:00,2026-08-07 18:15:00+00:00,1.6285714285713766,4395.0,-1,-0.4298245614034108,0.5526315789471626,0.5526315789471626,-5.342105263157953,False,True,1.8221428571430676,4335.35,2026-08-07 18:15:00+00:00,0.10976087808741133,0.2000000000007276,-2.2775382203052996,-4.149999999999636,-0.37867502939997183,-0.6899999999995998,0.27989023912200045,0.5100000000002183
RITHMIC,SELL_OF,2026-08-07 19:53:00+00:00,2026-08-07 19:54:00+00:00,1.542857142857169,4403.7,-1,0.19444444444455905,0.7129629629625972,3.499999999999705,2.5277777777774992,False,True,1.2671428571429064,4334.69,2026-08-07 19:54:00+00:00,0.05524239007868587,0.06999999999970896,-6.092446448703459,-7.720000000000255,-11.229988726042778,-14.230000000000473,-7.576099210822991,-9.600000000000364
RITHMIC,SELL_OF,2026-08-07 20:10:00+00:00,2026-08-07 20:11:00+00:00,1.4857142857142338,4399.1,-1,-0.6730769230769466,0.3365384615384733,-1.48076923076916,,False,True,2.2757142857142623,4345.18,2026-08-07 20:11:00+00:00,0.4526051475206942,1.0300000000006548,-1.3402385436280682,-3.0499999999992724,-0.21531701192708771,-0.4899999999997817,2.469554300062752,5.619999999999891
RITHMIC,SELL_OF,2026-08-10 01:29:00+00:00,2026-08-10 01:30:00+00:00,2.900000000000091,4376.7,-1,-1.3103448275862286,-0.41379310344820014,-2.172413793103443,-4.896551724137715,False,False,2.0035714285715716,4337.45,2026-08-10 01:30:00+00:00,0.683778966131804,1.3699999999998909,1.5821746880569645,3.1700000000000728,2.6402852049908807,5.289999999999964,10.51122994652306,21.05999999999949
RITHMIC,SELL_OF,2026-08-10 04:40:00+00:00,2026-08-10 04:41:00+00:00,1.4285714285712336,4390.7,-1,-0.9100000000002515,-4.270000000000837,-3.7800000000008978,-9.240000000001134,False,True,1.5892857142857142,4325.07,2026-08-10 04:41:00+00:00,0.2831460674156159,0.4499999999998181,-1.1703370786520517,-1.860000000000582,-3.0076404494386146,-4.780000000000655,-3.227865168539395,-5.130000000000109
RITHMIC,SELL_OF,2026-08-10 04:41:00+00:00,2026-08-10 04:42:00+00:00,1.485714285714104,4390.0,-1,-2.355769230769519,-5.317307692308098,-3.8365384615388085,-8.480769230770514,False,True,1.5650000000000546,4325.13,2026-08-10 04:42:00+00:00,-0.28753993610211015,-0.4499999999998181,-0.6581469648560444,-1.0299999999997453,-3.718849840255275,-5.819999999999709,-2.9329073482428023,-4.5900000000001455
RITHMIC,SELL_OF,2026-08-10 05:18:00+00:00,2026-08-10 05:19:00+00:00,1.2642857142856363,4393.1,-1,-1.9774011299436247,-4.192090395479909,-10.519774011299509,-8.70056497175195,False,True,1.6892857142856883,4331.99,2026-08-10 05:19:00+00:00,-2.6697674418606354,-4.510000000000218,-1.2904862579283105,-2.180000000000291,-1.231289640591942,-2.0799999999999272,-0.5209302325582121,-0.8800000000001091
RITHMIC,SELL_OF,2026-08-10 10:58:00+00:00,2026-08-10 10:59:00+00:00,1.4285714285713635,4395.0,-1,0.13999999999987905,3.920000000000433,0.7700000000002897,0.3500000000000159,False,True,1.0850000000000364,4341.77,2026-08-10 10:59:00+00:00,1.6221198156683496,1.7600000000002183,1.2073732718897292,1.3100000000004002,-0.9124423963131323,-0.9899999999997817,5.677419354839223,6.160000000000764
RITHMIC,SELL_OF,2026-08-10 12:23:00+00:00,2026-08-10 12:24:00+00:00,1.749999999999935,4385.9,-1,-0.2285714285717489,-2.5142857142861197,-2.5142857142861197,-1.7714285714288451,False,True,1.4578571428570026,4332.93,2026-08-10 12:24:00+00:00,-1.159235668789646,-1.6899999999995998,-3.5737383635476494,-5.210000000000036,-1.831455169035013,-2.6700000000000728,4.143067123959217,6.039999999999964
RITHMIC,SELL_OF,2026-08-10 13:58:00+00:00,2026-08-10 13:59:00+00:00,3.492857142857247,4375.5,-1,-1.8609406952964682,-3.6932515337421172,-8.674846625766666,-8.331288343558139,False,True,1.7478571428570961,4335.0,2026-08-10 13:59:00+00:00,3.6330200245201256,6.350000000000364,-1.2300776460970866,-2.149999999999636,1.24152022885173,2.1700000000000728,10.05230894973447,17.56999999999971
RITHMIC,SELL_OF,2026-08-10 16:31:00+00:00,2026-08-10 16:32:00+00:00,1.8714285714286234,4415.1,-1,-1.442748091602916,0.5877862595421628,-0.5343511450381531,-2.832061068701823,False,False,1.9914285714285793,4350.63,2026-08-10 16:32:00+00:00,-0.3715925394546952,-0.7399999999997817,0.3314203730271853,0.6599999999998545,-4.4340028694404054,-8.829999999999927,-0.9540889526540459,-1.8999999999996362
RITHMIC,SELL_OF,2026-08-10 17:45:00+00:00,2026-08-10 17:46:00+00:00,1.4642857142858443,4417.6,-1,-1.6390243902435084,-2.7999999999993785,-2.7999999999993785,-10.858536585364641,False,False,2.3792857142858077,4352.71,2026-08-10 17:46:00+00:00,-0.18492945061525534,-0.4399999999995998,-1.6811768237765776,-4.0,-1.6013209246473583,-3.8100000000004,-2.1435004503152895,-5.100000000000364
RITHMIC,SELL_OF,2026-08-10 23:09:00+00:00,2026-08-10 23:10:00+00:00,1.692857142857065,4456.2,-1,-0.29535864978904314,1.0632911392406628,-1.240506329114196,-5.552742616034333,False,False,0.9299999999997713,4391.08,2026-08-10 23:10:00+00:00,-0.16129032258029363,-0.1499999999996362,-1.6774193548395524,-1.5600000000004002,-2.6881720430114138,-2.5,-5.6666666666685295,-5.270000000000437
RITHMIC,SELL_OF,2026-08-11 02:31:00+00:00,2026-08-11 02:32:00+00:00,2.1642857142857923,4485.9,-1,2.5412541254124497,4.4818481848182365,6.052805280527583,2.9570957095706825,True,False,2.38571428571413,4420.25,2026-08-11 02:32:00+00:00,0.8928143712575891,2.130000000000109,0.19281437125751288,0.4600000000000364,-2.284431137724624,-5.449999999999818,-2.1922155688622356,-5.229999999999563
RITHMIC,SELL_OF,2026-08-11 02:38:00+00:00,2026-08-11 02:39:00+00:00,2.61428571428574,4475.4,-1,-1.6065573770494428,1.6448087431691043,0.765027322404364,-1.2240437158472608,True,False,2.0064285714284518,4417.94,2026-08-11 02:39:00+00:00,-0.5482378070489858,-1.1000000000003638,-6.130295478818541,-12.300000000000182,-3.3841224635103297,-6.789999999999964,1.3905304378783132,2.7899999999999636
RITHMIC,SELL_OF,2026-08-11 04:10:00+00:00,2026-08-11 04:11:00+00:00,1.3142857142856232,4472.6,-1,-0.9130434782607945,0.380434782608722,-0.9891304347821236,6.010869565218223,True,False,2.017857142857143,4413.68,2026-08-11 04:11:00+00:00,-0.654159292035254,-1.319999999999709,-0.9713274336283366,-1.9600000000000364,-2.5175221238937695,-5.079999999999927,0.6640707964602491,1.3400000000001455
RITHMIC,SELL_OF,2026-08-11 04:20:00+00:00,2026-08-11 04:21:00+00:00,1.6857142857143117,4471.1,-1,-0.5932203389830417,-1.1271186440675633,2.372881355932167,8.483050847457605,True,False,1.7600000000000233,4417.21,2026-08-11 04:21:00+00:00,0.8920454545452774,1.569999999999709,-1.2840909090910162,-2.2600000000002183,0.81818181818158,1.4399999999995998,3.3920454545455545,5.970000000000255
RITHMIC,SELL_OF,2026-08-11 05:25:00+00:00,2026-08-11 05:26:00+00:00,1.9642857142857142,4454.2,-1,7.330909090908906,7.941818181817904,13.134545454545547,11.759999999999723,True,True,1.5257142857142623,4412.7,2026-08-11 05:26:00+00:00,0.1769662921345242,0.26999999999952706,-0.2294007490639124,-0.3500000000003638,5.295880149812768,8.079999999999927,12.046816479401006,18.38000000000011
RITHMIC,SELL_OF,2026-08-11 07:17:00+00:00,2026-08-11 07:18:00+00:00,2.0928571428572207,4420.0,-1,0.5733788395903354,-0.14334470989769252,1.0511945392490207,-0.3344709897609928,True,True,2.52428571428566,4374.87,2026-08-11 07:18:00+00:00,1.0260328239955523,2.5900000000001455,5.272778720995951,13.30999999999949,3.3989813242784823,8.579999999999927,5.558007923033409,14.029999999999745
RITHMIC,SELL_OF,2026-08-11 15:08:00+00:00,2026-08-11 15:09:00+00:00,2.0714285714285716,4450.0,-1,-1.3999999999998243,1.689655172413793,7.820689655172325,4.827586206896552,True,False,3.3149999999999245,4383.05,2026-08-11 15:09:00+00:00,-1.0980392156861238,-3.639999999999418,-0.17496229260933346,-0.5799999999999272,-2.6636500754148202,-8.829999999999927,-2.28657616892914,-7.579999999999927
RITHMIC,SELL_OF,2026-08-11 18:29:00+00:00,2026-08-11 18:30:00+00:00,1.5285714285714025,4420.6,-1,-3.92523364485988,-6.280373831775451,-6.411214953270662,-5.953271028037128,True,True,1.9685714285713922,4381.27,2026-08-11 18:30:00+00:00,2.3671988388973837,4.660000000000764,2.6110304789552217,5.140000000000327,6.238026124819026,12.280000000000655,10.195210449927934,20.07000000000062
RITHMIC,SELL_OF,2026-08-11 19:04:00+00:00,2026-08-11 19:05:00+00:00,1.2357142857144285,4426.1,-1,1.8612716763005102,3.641618497109406,-3.641618497109406,-1.6184971098264025,True,True,1.747857142857226,4364.99,2026-08-11 19:05:00+00:00,2.1054352268078826,3.6799999999993815,-0.9325704944830585,-1.6300000000001091,-1.4303228442990736,-2.5,-1.0469963220268803,-1.8299999999999272
RITHMIC,SELL_OF,2026-08-12 04:09:00+00:00,2026-08-12 04:10:00+00:00,0.799999999999922,4460.0,-1,3.1250000000003046,2.8750000000005076,1.250000000000122,-5.375000000000751,False,False,1.8878571428571636,4413.32,2026-08-12 04:10:00+00:00,1.4513810064319532,2.7399999999997817,3.649640559969383,6.889999999999418,5.085130533484332,9.599999999999454,7.129776768823248,13.460000000000036
RITHMIC,SELL_OF,2026-08-12 05:15:00+00:00,2026-08-12 05:16:00+00:00,1.4642857142856494,4459.1,-1,2.3902439024391304,4.712195121951801,8.331707317074038,7.853658536585714,False,False,1.1100000000000623,4395.82,2026-08-12 05:16:00+00:00,-1.0630630630632656,-1.180000000000291,-1.7027027027029022,-1.8900000000003274,-3.423423423423395,-3.800000000000182,-2.828828828828965,-3.1400000000003274
RITHMIC,SELL_OF,2026-08-12 05:20:00+00:00,2026-08-12 05:21:00+00:00,1.5285714285714025,4455.9,-1,0.6542056074766467,2.551401869158684,6.672897196261677,4.514018691588624,False,False,1.149999999999896,4397.01,2026-08-12 05:21:00+00:00,-0.5043478260869388,-0.5799999999999272,-1.24347826086914,-1.4299999999993815,-3.5913043478265068,-4.130000000000109,1.2260869565217234,1.4099999999998545
RITHMIC,SELL_OF,2026-08-12 08:47:00+00:00,2026-08-12 08:48:00+00:00,1.0857142857142728,4462.5,-1,-0.09210526315823091,-1.5657894736840616,-11.60526315789521,-9.947368421052918,False,False,1.4578571428571974,4406.75,2026-08-12 08:48:00+00:00,-1.906908378245712,-2.7799999999997453,-1.3032827045562916,-1.8999999999996362,-0.07545320921094359,-0.10999999999967258,2.6202841744240044,3.819999999999709
RITHMIC,SELL_OF,2026-08-12 10:48:00+00:00,2026-08-12 10:49:00+00:00,1.3928571428573377,4470.0,-1,0.07179487179512294,-1.292307692307642,0.07179487179512294,-2.0820512820507298,False,False,1.440714285714161,4413.21,2026-08-12 10:49:00+00:00,1.1799702528507443,1.699999999999818,-1.7699553792764322,-2.550000000000182,-3.803668815071915,-5.479999999999563,1.6519583539912945,2.380000000000109
RITHMIC,SELL_OF,2026-08-12 16:33:00+00:00,2026-08-12 16:34:00+00:00,1.6499999999998312,4475.8,-1,0.4848484848486447,5.939393939394657,6.909090909091947,3.212121212121651,False,False,2.275000000000026,4419.54,2026-08-12 16:34:00+00:00,-0.42637362637373344,-0.9700000000002547,1.7406593406593367,3.9600000000000364,-0.49670329670333896,-1.1300000000001091,1.6131868131868266,3.6700000000000728
RITHMIC,SELL_OF,2026-08-12 16:47:00+00:00,2026-08-12 16:48:00+00:00,2.485714285714234,4466.2,-1,0.6436781609193342,0.4827586206895921,1.2471264367814157,1.1264367816092922,False,False,1.9878571428571377,4416.18,2026-08-12 16:48:00+00:00,1.4186130075461287,2.8200000000006185,-2.7567373338122203,-5.479999999999563,-4.009342436219588,-7.969999999999345,4.970176068990366,9.88000000000011
