market,state,bars
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,7
BTCUSDT,RANGE,5
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,4
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,5
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,17
BTCUSDT,RANGE,3
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,63
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,7
BTCUSDT,TRANSITION,8
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,20
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,3
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,6
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,23
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,22
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,12
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,25
BTCUSDT,TRANSITION,11
BTCUSDT,PULLBACK,18
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,6
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,41
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,3
BTCUSDT,REVERSAL,1
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,16
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,24
BTCUSDT,TRANSITION,18
BTCUSDT,RANGE,16
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,7
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,11
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,14
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,3
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,55
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,6
BTCUSDT,EXPANSION,9
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,14
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,7
BTCUSDT,EXPANSION,6
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,15
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,28
BTCUSDT,RANGE,9
BTCUSDT,TRANSITION,9
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,11
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,5
BTCUSDT,TRANSITION,9
BTCUSDT,RANGE,24
BTCUSDT,TRANSITION,4
BTCUSDT,EXPANSION,4
BTCUSDT,TRANSITION,8
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,1
BTCUSDT,PULLBACK,17
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,6
BTCUSDT,RANGE,7
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,12
BTCUSDT,RANGE,25
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,11
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,21
BTCUSDT,TRANSITION,12
BTCUSDT,RANGE,12
BTCUSDT,TRANSITION,10
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,3
BTCUSDT,EXPANSION,4
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,12
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,6
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,9
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,14
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,4
BTCUSDT,TRANSITION,15
BTCUSDT,RANGE,9
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,9
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,7
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,5
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,15
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,13
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,3
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,9
BTCUSDT,RANGE,13
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,18
BTCUSDT,TRANSITION,9
BTCUSDT,PULLBACK,49
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,5
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,29
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,4
BTCUSDT,TRANSITION,6
BTCUSDT,RANGE,56
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,11
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,6
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,6
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,9
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,9
BTCUSDT,TRANSITION,15
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,26
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,22
BTCUSDT,TRANSITION,9
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,29
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,10
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,6
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,27
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,16
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,12
BTCUSDT,TRANSITION,9
BTCUSDT,RANGE,53
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,7
BTCUSDT,RANGE,12
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,4
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,22
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,14
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,3
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,11
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,12
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,11
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,3
BTCUSDT,EXPANSION,12
BTCUSDT,TRANSITION,6
BTCUSDT,EXPANSION,18
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,39
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,23
BTCUSDT,TRANSITION,8
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,7
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,8
BTCUSDT,PULLBACK,16
BTCUSDT,TRANSITION,9
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,7
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,18
BTCUSDT,RANGE,7
BTCUSDT,TRANSITION,12
BTCUSDT,PULLBACK,12
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,11
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,9
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,4
BTCUSDT,EXPANSION,9
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,10
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,11
BTCUSDT,EXPANSION,6
BTCUSDT,TRANSITION,11
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,4
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,13
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,15
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,4
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,40
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,11
BTCUSDT,PULLBACK,17
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,3
BTCUSDT,EXPANSION,4
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,6
BTCUSDT,TRANSITION,8
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,8
BTCUSDT,RANGE,14
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,16
BTCUSDT,TRANSITION,3
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,14
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,12
BTCUSDT,RANGE,6
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,12
BTCUSDT,TRANSITION,14
BTCUSDT,RANGE,19
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,12
BTCUSDT,TRANSITION,5
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,32
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,11
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,18
BTCUSDT,TRANSITION,9
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,6
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,16
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,62
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,31
BTCUSDT,RANGE,6
BTCUSDT,TRANSITION,6
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,3
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,14
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,13
BTCUSDT,RANGE,7
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,8
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,2
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,28
BTCUSDT,TRANSITION,12
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,3
BTCUSDT,EXPANSION,8
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,19
BTCUSDT,RANGE,13
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,10
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,6
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,14
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,13
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,17
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,5
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,11
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,19
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,10
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,13
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,5
BTCUSDT,RANGE,26
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,11
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,12
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,9
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,12
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,15
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,3
BTCUSDT,EXPANSION,8
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,7
BTCUSDT,TRANSITION,7
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,11
BTCUSDT,TRANSITION,9
BTCUSDT,RANGE,7
BTCUSDT,TRANSITION,5
BTCUSDT,EXPANSION,9
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,12
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,13
BTCUSDT,TRANSITION,9
BTCUSDT,RANGE,14
BTCUSDT,TRANSITION,11
BTCUSDT,RANGE,9
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,30
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,12
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,10
BTCUSDT,PULLBACK,22
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,11
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,12
BTCUSDT,TRANSITION,9
BTCUSDT,RANGE,47
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,33
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,14
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,7
BTCUSDT,EXPANSION,4
BTCUSDT,TRANSITION,25
BTCUSDT,RANGE,39
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,5
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,9
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,26
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,9
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,10
BTCUSDT,EXPANSION,9
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,22
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,11
BTCUSDT,TRANSITION,8
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,15
BTCUSDT,TRANSITION,5
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,31
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,4
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,8
BTCUSDT,PULLBACK,16
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,11
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,5
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,21
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,12
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,5
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,21
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,18
BTCUSDT,RANGE,39
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,10
BTCUSDT,RANGE,11
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,18
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,7
BTCUSDT,EXPANSION,7
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,16
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,11
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,17
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,4
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,8
BTCUSDT,RANGE,3
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,4
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,11
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,7
BTCUSDT,RANGE,9
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,6
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,15
BTCUSDT,TRANSITION,3
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,6
BTCUSDT,TRANSITION,8
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,9
BTCUSDT,RANGE,7
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,18
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,5
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,21
BTCUSDT,TRANSITION,8
BTCUSDT,RANGE,6
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,13
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,10
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,9
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,4
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,5
BTCUSDT,RANGE,45
BTCUSDT,TRANSITION,8
BTCUSDT,EXPANSION,9
